dataset,dataset_slug,doc_id,raw_text,clean_text,dominant_topic,dominant_topic_prob
After Forming Government,after_forming_government,34,মন থেকে বিএনপিকে ধন্যবাদ জানাই এরকম যুগান্তকারী একটা সিদ্ধান্ত নেওয়ার জন্য,মন থেকে বিএনপিকে ধন্যবাদ জানাই এরকম যুগান্তকারী একটা সিদ্ধান্ত নেওয়ার জন্য,1,0.8998941326736697
After Forming Government,after_forming_government,35,১৯৯৬ সালে বিএনপি কত দিন ক্ষমতায় ছিল,সালে বিএনপি কত দিন ক্ষমতায় ছিল,4,0.8389964411532865
After Forming Government,after_forming_government,36,The Constitution of 1972 is the best in the entire world.,the constitution of is the best in the entire world,0,0.6520614359969163
After Forming Government,after_forming_government,37,"সমস্যা নাই বেইমানদের তো চিনলো জনগণ, খুব শীঘ্রই কিছু একটা ঘটতে যাচ্ছে।",সমস্যা নাই বেইমানদের তো চিনলো জনগণ খুব শীঘ্রই কিছু একটা ঘটতে যাচ্ছে,4,0.6421312204114723
After Forming Government,after_forming_government,38,"তাহলে তো হাসু আপার সংবিধানে তিনিই এখনো প্রধানমন্ত্রী, তাকে তার দায়িত্ব বুজিয়ে দেয়া হোক",তাহলে তো হাসু আপার সংবিধানে তিনিই এখনো প্রধানমন্ত্রী তাকে তার দায়িত্ব বুজিয়ে দেয়া হোক,4,0.9329459077360237
After Forming Government,after_forming_government,39,Think ache.polapainr kothai BNP cholbe naki,think ache polapainr kothai bnp cholbe naki,4,0.5984814441021543
After Forming Government,after_forming_government,40,সংস্কারের পক্ষে শপথ না নিলে মেয়াদ দিলাম সর্বোচ্চ ২বছর,সংস্কারের পক্ষে শপথ না নিলে মেয়াদ দিলাম সর্বোচ্চ বছর,4,0.5814948785648086
After Forming Government,after_forming_government,41,যুগের পরে যুগ ইতিহাসে লেখা আছে গাদ্দারী তো ওরাই করে যাদের অস্তিত্ব বিলিনের পথে যখন তারা স্বস্তি ফিরে পায়,যুগের পরে যুগ ইতিহাসে লেখা আছে গাদ্দারী তো ওরাই করে যাদের অস্তিত্ব বিলিনের পথে যখন তারা স্বস্তি ফিরে পায়,0,0.9186997342022792
After Forming Government,after_forming_government,42,"বিএনপি আওয়ামী লীগ ভাই ভাই, মিলেমিশে ভাগ করে খাই, তাই খাওয়ার জন্য সংস্করণ শপথ নিবে না",বিএনপি আওয়ামী লীগ ভাই ভাই মিলেমিশে ভাগ করে খাই তাই খাওয়ার জন্য সংস্করণ শপথ নিবে না,2,0.5554030343110875
After Forming Government,after_forming_government,43,ওরা চায় না সংস্কার হোক,ওরা চায় না সংস্কার হোক,4,0.8368041044946377
After Forming Government,after_forming_government,44,শনির দশার অপেক্ষায়,শনির দশার অপেক্ষায়,0,0.5987504914196855
After Forming Government,after_forming_government,45,জুলাই এর সঙ্গে বেইমানি করলে এদেশে আবারো জুলাই নেমে আসবে ইনশাআল্লাহ...,জুলাই এর সঙ্গে বেইমানি করলে এদেশে আবারো জুলাই নেমে আসবে ইনশাআল্লাহ,1,0.49288554632597276
After Forming Government,after_forming_government,46,"এখানে এত অবাক হওয়ার কি আছে, বিনপি এমন পোল্টি মারবে তা তো সবার জানা থাকার কথা। নির্বাচন এ যা করছে তাতে না বুঝার কিছুই নাই এরা ভবিষ্যত এ ভালো কিছুই করবে না।",এখানে এত অবাক হওয়ার কি আছে বিনপি এমন পোল্টি মারবে তা তো সবার জানা থাকার কথা নির্বাচন এ যা করছে তাতে না বুঝার কিছুই নাই এরা ভবিষ্যত এ ভালো কিছুই করবে না,1,0.6345275989792939
After Forming Government,after_forming_government,47,"মাহদী আগমন করেছেন, আজই তাঁর প্রতি আনুগত্য ও সমর্থনের অঙ্গীকার করুন!",মাহদী আগমন করেছেন আজই তাঁর প্রতি আনুগত্য ও সমর্থনের অঙ্গীকার করুন,3,0.5328806300573738
After Forming Government,after_forming_government,48,নবী মুহাম্মদ (সা. ও তাঁর পরিবার) বলেছেন:,নবী মুহাম্মদ সা ও তাঁর পরিবার বলেছেন,3,0.7326968470359235
After Forming Government,after_forming_government,49,"“যে ব্যক্তি তার সময়ের ইমামের প্রতি আনুগত্য (বাইআত) না করে মৃত্যুবরণ করে, সে জাহেলিয়াতের মৃত্যুবরণ করেছে।""",যে ব্যক্তি তার সময়ের ইমামের প্রতি আনুগত্য বাইআত না করে মৃত্যুবরণ করে সে জাহেলিয়াতের মৃত্যুবরণ করেছে,3,0.8398628381000154
After Forming Government,after_forming_government,50,YouTube : The Mahdi Has Appeared.,youtube the mahdi has appeared,0,0.7333269197091768
After Forming Government,after_forming_government,51,তাহলে এ নির্বাচনের মানে কি,তাহলে এ নির্বাচনের মানে কি,4,0.7992154923604673
After Forming Government,after_forming_government,52,শুরু হচ্ছে তাহলে,শুরু হচ্ছে তাহলে,2,0.7292720592093119
After Forming Government,after_forming_government,53,"17 বছর পর ও কিন্ত আওয়ামীলীগ অপমানিত হয়ে দেশ ছাড়তে হইছে ,, এটা মাথায় রাখা ভাল,, না হলে ,,,Another terrible revolution awaits us",বছর পর ও কিন্ত আওয়ামীলীগ অপমানিত হয়ে দেশ ছাড়তে হইছে এটা মাথায় রাখা ভাল না হলে another terrible revolution awaits us,4,0.5298909337309803
After Forming Government,after_forming_government,54,Aita agai Jana silo Amon e hobe..,aita agai jana silo amon e hobe,3,0.7333198798720189
After Forming Government,after_forming_government,55,Ai karone BNP support korina,ai karone bnp support korina,1,0.7281331188035721
After Forming Government,after_forming_government,56,আরো কতো কি বাকি আছে সামনে ইনশাআল্লাহ,আরো কতো কি বাকি আছে সামনে ইনশাআল্লাহ,1,0.6862321129860945
After Forming Government,after_forming_government,57,১২ দিন পরে নিবে,দিন পরে নিবে,3,0.5971559176373945
After Forming Government,after_forming_government,58,"ওহ নো,,,",ওহ নো,0,0.2
After Forming Government,after_forming_government,59,জিনি খমতা দিতে পারে তিনি খমতা কেরেও নিতে পারে এটা নিয়ে চিন্তার কিছু নেই সকল খমতার মালিক হলো আল্লাহ নো টেনশোন,জিনি খমতা দিতে পারে তিনি খমতা কেরেও নিতে পারে এটা নিয়ে চিন্তার কিছু নেই সকল খমতার মালিক হলো আল্লাহ নো টেনশোন,2,0.9193711823786634
After Forming Government,after_forming_government,60,ব্যাপারটা চুদলিং সং হয়ে গেলো ।,ব্যাপারটা চুদলিং সং হয়ে গেলো,4,0.732196299177385
After Forming Government,after_forming_government,61,এটাকে বলে ইউ টার্ন 360°,এটাকে বলে ইউ টার্ন,0,0.39979359129392894
After Forming Government,after_forming_government,62,শাবাশ,শাবাশ,0,0.5999728224953906
After Forming Government,after_forming_government,63,"গুড ডিসিশন, বাঙ্গালীদের এভাবেই প্রতিদান দিতে হয়।",গুড ডিসিশন বাঙ্গালীদের এভাবেই প্রতিদান দিতে হয়,1,0.8381869541197585
After Forming Government,after_forming_government,64,আপনারা এগিয়ে যান আমি ফুল সাপোর্টে আছি,আপনারা এগিয়ে যান আমি ফুল সাপোর্টে আছি,2,0.8374247322533576
After Forming Government,after_forming_government,65,"দরকার হয় উচ্চ-কক্ষ বাতিল করেন আমি তাতেও রাজি।(এবার বুজবে মূর্খ বাঙালি কাদের ভোট দিছে,অশিক্ষিত বাঙালি)",দরকার হয় উচ্চ কক্ষ বাতিল করেন আমি তাতেও রাজি এবার বুজবে মূর্খ বাঙালি কাদের ভোট দিছে অশিক্ষিত বাঙালি,2,0.8390321804040899
After Forming Government,after_forming_government,66,ইন্ডিয়ার এজেন্ট পার্টি,ইন্ডিয়ার এজেন্ট পার্টি,2,0.7333097359601576
After Forming Government,after_forming_government,67,নিজের পায়ে নিজেরাই কুড়াল মারতেছে,নিজের পায়ে নিজেরাই কুড়াল মারতেছে,3,0.7330878608022187
After Forming Government,after_forming_government,68,আওয়ামীলীগ স্টাইলে খেলা শুরু,আওয়ামীলীগ স্টাইলে খেলা শুরু,2,0.7992947086205372
After Forming Government,after_forming_government,69,Agula re party Gali dei na amaro dekhbo koydin thake,agula re party gali dei na amaro dekhbo koydin thake,1,0.597536208136703
After Forming Government,after_forming_government,70,asol rup ta dekhai dilo asar sathe sathei.,asol rup ta dekhai dilo asar sathe sathei,3,0.595790787474133
After Forming Government,after_forming_government,71,অবিলম্বে জুলাই আন্দোলনের সর্বস্তরের জনতা আবার ঐক্য হতে হবে বি এন পি নামক নব্য ফ্যাসিবাদের পতনের ডাক দিয়ে এদেশের মাটি কে পবিত্র করতে হবে। বি এন পি নয় জুলাই চাই। বি এন পি কে দায়িত্ব নিয়ে শাখা প্রশাখা গজানোর আগেই কেটে ফেলতে হবে।,অবিলম্বে জুলাই আন্দোলনের সর্বস্তরের জনতা আবার ঐক্য হতে হবে বি এন পি নামক নব্য ফ্যাসিবাদের পতনের ডাক দিয়ে এদেশের মাটি কে পবিত্র করতে হবে বি এন পি নয় জুলাই চাই বি এন পি কে দায়িত্ব নিয়ে শাখা প্রশাখা গজানোর আগেই কেটে ফেলতে হবে,4,0.9729632372029648
After Forming Government,after_forming_government,72,যারা জনগণের গনোভোটের রায়'কে মানে 'না তারা ই আবার জনগনের দিয়া ভোটে সংসদে যেতে চায় কেমনে?,যারা জনগণের গনোভোটের রায় কে মানে না তারা ই আবার জনগনের দিয়া ভোটে সংসদে যেতে চায় কেমনে,4,0.6335677815840616
After Forming Government,after_forming_government,73,আবারও পুনমারামারী শুরু গরি দিইয়ি..,আবারও পুনমারামারী শুরু গরি দিইয়ি,2,0.732949146974178
After Forming Government,after_forming_government,74,গিরগিট এর মত ক্ষমতায় এসে রং দেখানো শুরু হয়ে গেছে,গিরগিট এর মত ক্ষমতায় এসে রং দেখানো শুরু হয়ে গেছে,4,0.5447000570750248
After Forming Government,after_forming_government,75,সালারে কি পরিমানের বাটপারি করবে বুঝার বাকী নাই আর!,সালারে কি পরিমানের বাটপারি করবে বুঝার বাকী নাই আর,0,0.7954750867568943
After Forming Government,after_forming_government,76,পল্টি নিলো জাতির সাথে বেইমানি,পল্টি নিলো জাতির সাথে বেইমানি,2,0.7985657645949945
After Forming Government,after_forming_government,77,পল্টি বাজ,পল্টি বাজ,2,0.7329451202935338
After Forming Government,after_forming_government,78,কোটা না মেধা,কোটা না মেধা,1,0.7311809989176931
After Forming Government,after_forming_government,79,মেধা মেধা।,মেধা মেধা,1,0.7333194503612934
After Forming Government,after_forming_government,80,সঠিক সিদ্ধান্ত ধন্যবাদ সরকার কে।,সঠিক সিদ্ধান্ত ধন্যবাদ সরকার কে,1,0.8376841115378056
After Forming Government,after_forming_government,81,শপথ নেয়ার কি আছে জুলাই সনদ এটা চলমান প্রক্রিয়া,শপথ নেয়ার কি আছে জুলাই সনদ এটা চলমান প্রক্রিয়া,4,0.7977275446730742
After Forming Government,after_forming_government,82,বিএনপিকে স্যালুট জানাই।,বিএনপিকে স্যালুট জানাই,1,0.49670041549963295
After Forming Government,after_forming_government,83,ওয়াকারকে সকল ক্ষমতা হস্তান্তর করা হোক,ওয়াকারকে সকল ক্ষমতা হস্তান্তর করা হোক,3,0.794783020243867
After Forming Government,after_forming_government,84,"আমাদের সংবিধানে গণবিপ্লবের মুখে প্রধানমন্ত্রী পলাইয়া গেলে কি হবে এইটা বলা নাই। কাজেই কেউ চাইলে এইটা দাবি করতে পারে যে, সংবিধান অনুযায়ী হাসিনা এখনো বৈধ প্রধানমন্ত্রী। এবং সংবিধান অনুযায়ী এই নির্বাচন হবার কথা ছিল ২০২৮ সালে।",আমাদের সংবিধানে গণবিপ্লবের মুখে প্রধানমন্ত্রী পলাইয়া গেলে কি হবে এইটা বলা নাই কাজেই কেউ চাইলে এইটা দাবি করতে পারে যে সংবিধান অনুযায়ী হাসিনা এখনো বৈধ প্রধানমন্ত্রী এবং সংবিধান অনুযায়ী এই নির্বাচন হবার কথা ছিল সালে,4,0.9650193792813352
After Forming Government,after_forming_government,85,সংবিধান অনুযায়ী ইউনুসের অন্তর্বর্তী সরকার অসাংবিধানিক। সংবিধানের কোথাও অন্তর্বর্তী সরকারের কথা লেখা নাইতো। কাজেই সংবিধান অনুযায়ী অন্তর্বর্তী সরকারের অধীনে করা নির্বাচনও অসাংবিধানিক।,সংবিধান অনুযায়ী ইউনুসের অন্তর্বর্তী সরকার অসাংবিধানিক সংবিধানের কোথাও অন্তর্বর্তী সরকারের কথা লেখা নাইতো কাজেই সংবিধান অনুযায়ী অন্তর্বর্তী সরকারের অধীনে করা নির্বাচনও অসাংবিধানিক,4,0.7062553347798537
After Forming Government,after_forming_government,86,"তো, সংসদ সদস্য হিসাবে আপনাদের শপথ কেমনে সাংবিধানিক হয়?",তো সংসদ সদস্য হিসাবে আপনাদের শপথ কেমনে সাংবিধানিক হয়,4,0.8993546832369954
After Forming Government,after_forming_government,87,এতে পলাতক স্বৈরাচার ও দালালরা খুশি হবে এটাই তো স্বাভাবিক! বিএনপি'র পথ চলার শুরুটা কিই তবে আওয়ামী সঠতা দিয়ে?,এতে পলাতক স্বৈরাচার ও দালালরা খুশি হবে এটাই তো স্বাভাবিক বিএনপি র পথ চলার শুরুটা কিই তবে আওয়ামী সঠতা দিয়ে,4,0.9082836253501837
After Forming Government,after_forming_government,88,2024 এর জুলাই সনদ বাস্তবায়ন করতে না পারলে।। এখন 2026 সালে কিসের নির্বাচন.. কারণ 1972 সালের সংবিধান অনুযায়ী জাতীয় সংসদ নির্বাচন এর সর্বশেষ 2029 সাল পর্যন্ত,এর জুলাই সনদ বাস্তবায়ন করতে না পারলে এখন সালে কিসের নির্বাচন কারণ সালের সংবিধান অনুযায়ী জাতীয় সংসদ নির্বাচন এর সর্বশেষ সাল পর্যন্ত,4,0.9498211195660674
After Forming Government,after_forming_government,89,শেখের বেটি প্রধানমন্ত্রী শেখ হাসিনা??,শেখের বেটি প্রধানমন্ত্রী শেখ হাসিনা,4,0.7993433920958815
After Forming Government,after_forming_government,90,juuuuuuulay der ki hobe,juuuuuuulay der ki hobe,3,0.7333279007258711
After Forming Government,after_forming_government,91,Taile tomgo thakar dorker nai,taile tomgo thakar dorker nai,1,0.5989094667421533
After Forming Government,after_forming_government,92,জুলাইয়ের সাথে গাদ্দারির ফল ভালো হবে না,জুলাইয়ের সাথে গাদ্দারির ফল ভালো হবে না,2,0.839445297569849
After Forming Government,after_forming_government,93,কপালে এদেরো দুংখ আছে এটা ক্লিয়ার।,কপালে এদেরো দুংখ আছে এটা ক্লিয়ার,1,0.5993993555336438
After Forming Government,after_forming_government,94,আরেক জুলাইয়ের অপেক্ষ বাংলাদেশ,আরেক জুলাইয়ের অপেক্ষ বাংলাদেশ,2,0.7971075755928848
After Forming Government,after_forming_government,95,আগেই বুজছিলাম নেতার উপরে আলেম ভিতরে জালেম,আগেই বুজছিলাম নেতার উপরে আলেম ভিতরে জালেম,3,0.8371332282262993
After Forming Government,after_forming_government,96,Kokhn ki bole,kokhn ki bole,3,0.7325597024276008
After Forming Government,after_forming_government,97,জনগণের সাথে বেইমানি,জনগণের সাথে বেইমানি,2,0.7303589536642031
After Forming Government,after_forming_government,98,জনগন হ‍্যাঁ ভোট দিয়ে জয় যুক্ত করেছে,জনগন হ ্যাঁ ভোট দিয়ে জয় যুক্ত করেছে,4,0.3001256733503263
After Forming Government,after_forming_government,99,শপথ করতাছি আমরা জনগণের টাকা লুটে খাব তোমরা কোন কথা বলতে পারবে নাচোর সব একসাথে শপথ পড়তাছে,শপথ করতাছি আমরা জনগণের টাকা লুটে খাব তোমরা কোন কথা বলতে পারবে নাচোর সব একসাথে শপথ পড়তাছে,4,0.9164580565252949
After Forming Government,after_forming_government,100,Beiman b n p,beiman b n p,4,0.5999624442667946
After Forming Government,after_forming_government,101,ইতিহাসের সেরা গাদ্দার টিকবে না ১৭ বছরের হাসিনার ক্ষমতা টিকেিয়ে রাখতে পারে নাই সকল প্রশাসন তার হাতে থাকার পরেও বিএনপি কেমনে টিকবে শুরুতেই তাদের পতনের গাদ্দারি শুরু করে দিছে,ইতিহাসের সেরা গাদ্দার টিকবে না বছরের হাসিনার ক্ষমতা টিকেিয়ে রাখতে পারে নাই সকল প্রশাসন তার হাতে থাকার পরেও বিএনপি কেমনে টিকবে শুরুতেই তাদের পতনের গাদ্দারি শুরু করে দিছে,2,0.3436219505503134
After Forming Government,after_forming_government,102,সাধারণ জনগণ থেমে থাকবেনা আন্দোলন করবে,সাধারণ জনগণ থেমে থাকবেনা আন্দোলন করবে,4,0.796943119532911
After Forming Government,after_forming_government,103,আবার নতুন করে স্বৈরাচার এবং স্বৈরশাসন প্রতিষ্ঠিত হতে চলছে অপেক্ষা করুন আর চেয়ে চেয়ে দেখুন।,আবার নতুন করে স্বৈরাচার এবং স্বৈরশাসন প্রতিষ্ঠিত হতে চলছে অপেক্ষা করুন আর চেয়ে চেয়ে দেখুন,1,0.9325648525251693
After Forming Government,after_forming_government,104,এটা তাদের দোস না এটা মাথা মোটা বাঙালীদের পাপের ফল।,এটা তাদের দোস না এটা মাথা মোটা বাঙালীদের পাপের ফল,2,0.599780772309446
After Forming Government,after_forming_government,105,"#_সরি Osman Hadi ওসমান হাদি ভাই, হাজারো জীবনের বিনিময়ে আমরা এক স্বৈরাচারকে সরিয়ে আবার অন্য স্বৈরাচারের কাছে দেশ তুলে দিয়েছি।",সরি osman hadi ওসমান হাদি ভাই হাজারো জীবনের বিনিময়ে আমরা এক স্বৈরাচারকে সরিয়ে আবার অন্য স্বৈরাচারের কাছে দেশ তুলে দিয়েছি,1,0.9264796870593893
After Forming Government,after_forming_government,106,Batpari suru,batpari suru,1,0.7318381810390944
After Forming Government,after_forming_government,107,RIP “হ‍্যাঁ” ভোট !,rip হ ্যাঁ ভোট,4,0.5999984518181906
After Forming Government,after_forming_government,108,2 bosor o tikbi na in sha allah,bosor o tikbi na in sha allah,1,0.838719484752046
After Forming Government,after_forming_government,109,১৯৯৬- ১৫দিন....অতিত ভুলে যাওয়া উচিত না।,দিন অতিত ভুলে যাওয়া উচিত না,2,0.5211813267542449
After Forming Government,after_forming_government,110,"সংবিধান সংস্কার হলে তারা দূর্নীতি চাঁদাবাজি করতে পারবে না,,,,",সংবিধান সংস্কার হলে তারা দূর্নীতি চাঁদাবাজি করতে পারবে না,4,0.7627388127626229
After Forming Government,after_forming_government,111,Mc ra besi barche poton sigroi,mc ra besi barche poton sigroi,3,0.5999644846646137
After Forming Government,after_forming_government,112,আলহামদুলিল্লাহ,আলহামদুলিল্লাহ,1,0.5999985657252962
After Forming Government,after_forming_government,113,রাস্তা পাবে না পালানোর,রাস্তা পাবে না পালানোর,0,0.7989474829813185
After Forming Government,after_forming_government,114,গান সেই পুরোটাই,গান সেই পুরোটাই,0,0.2
After Forming Government,after_forming_government,115,শুধু আফসোস হয় ১৪শ শহীদের জন্য।,শুধু আফসোস হয় শ শহীদের জন্য,4,0.7320962117107883
After Forming Government,after_forming_government,116,গাদ্দারী শুরু হয়ে গেছে একনি বাকি দিন জনগণ সুন্দর ভাবে দেখবে,গাদ্দারী শুরু হয়ে গেছে একনি বাকি দিন জনগণ সুন্দর ভাবে দেখবে,2,0.6257551928260633
After Forming Government,after_forming_government,117,বদমাইশি শুরু হয়ছে তাহলে,বদমাইশি শুরু হয়ছে তাহলে,2,0.7292720592093119
After Forming Government,after_forming_government,118,১৪০০+ ভাইয়ের অভিশাপ বয়ে বেড়াতে হবে এই দেশের মানুষকে।,ভাইয়ের অভিশাপ বয়ে বেড়াতে হবে এই দেশের মানুষকে,1,0.7325529734290042
After Forming Government,after_forming_government,119,জাতির সাথে বড় প্রতারণা হলো।,জাতির সাথে বড় প্রতারণা হলো,2,0.5109906818878857
After Forming Government,after_forming_government,120,শ্রীলঙ্কার নিউজ দেখছো ফাসির অডার আন্দোলন কারিদের,শ্রীলঙ্কার নিউজ দেখছো ফাসির অডার আন্দোলন কারিদের,1,0.7313191905521903
After Forming Government,after_forming_government,121,এমনটিই হওয়ার কথা ছিল হয়তো,এমনটিই হওয়ার কথা ছিল হয়তো,4,0.5993146451397813
After Forming Government,after_forming_government,122,এখন বুঝো জনগণ তোমাদের মতামত কে সুডেও না এটাকেই বলে মোনাফেক,এখন বুঝো জনগণ তোমাদের মতামত কে সুডেও না এটাকেই বলে মোনাফেক,4,0.8361080748841254
