dataset,dataset_slug,doc_id,raw_text,clean_text,dominant_topic,dominant_topic_prob
4 June 2026,4_june_2026,13,এহন করো বৃষ্টি বিলাস,এহন করো বৃষ্টি বিলাস,0,0.40005900815656004
4 June 2026,4_june_2026,14,জলপরীদের উদ্ধার করা হচ্ছে,জলপরীদের উদ্ধার করা হচ্ছে,1,0.5985618186830278
4 June 2026,4_june_2026,15,যারা সাঁতার পারে না তাদের উচিত এই সুযোগে সড়কে সাঁতার কাটা শিখে নেওয়া,যারা সাঁতার পারে না তাদের উচিত এই সুযোগে সড়কে সাঁতার কাটা শিখে নেওয়া,4,0.5178376812408764
4 June 2026,4_june_2026,16,আমি হলেতো সাঁতার দিতাম,আমি হলেতো সাঁতার দিতাম,0,0.2
4 June 2026,4_june_2026,17,একটা ভালো হইছে,একটা ভালো হইছে,4,0.5999996878554738
4 June 2026,4_june_2026,18,এখন আর হকার নাই,এখন আর হকার নাই,2,0.5979670732389468
4 June 2026,4_june_2026,19,"তারপর ও অফিস + ভার্সিটি,স্কুল কলেজ অফ করবে নাহ",তারপর ও অফিস ভার্সিটি স্কুল কলেজ অফ করবে নাহ,3,0.8639781976092039
4 June 2026,4_june_2026,20,এখন কি নৌকাই এক মাত্র সমাধান?,এখন কি নৌকাই এক মাত্র সমাধান,0,0.7311013385056424
4 June 2026,4_june_2026,21,ম্যানহোল্ড খুলে দেন বৃষ্টির পানি চলে যাবে,ম্যানহোল্ড খুলে দেন বৃষ্টির পানি চলে যাবে,2,0.48822287780702384
4 June 2026,4_june_2026,22,ঢাবির পাশ দিয়ে একটা খাল কনন করলেই হই,ঢাবির পাশ দিয়ে একটা খাল কনন করলেই হই,3,0.48804624033475585
4 June 2026,4_june_2026,23,সাতার কেটে ভার্সিটি যাবে,সাতার কেটে ভার্সিটি যাবে,3,0.799406844128265
4 June 2026,4_june_2026,24,১৭ বছর সাঁতার কাটেন নাই এখন সাঁতার কাটেন। দেখেন সাঁতার কাটা কত আনন্দ কক্সবাজারে সাগরের ঢেউ,বছর সাঁতার কাটেন নাই এখন সাঁতার কাটেন দেখেন সাঁতার কাটা কত আনন্দ কক্সবাজারে সাগরের ঢেউ,2,0.6530362732040559
4 June 2026,4_june_2026,25,নৌকা ছাড়া উপায় নাই,নৌকা ছাড়া উপায় নাই,2,0.798863946602036
4 June 2026,4_june_2026,26,তাজিনুর রহমান তুপার ভ্যান নিয়ে কি আসবো?,তাজিনুর রহমান তুপার ভ্যান নিয়ে কি আসবো,2,0.5495151246773194
4 June 2026,4_june_2026,27,সমুদ্রের উপর দিয়ে বাস চলাচল করতে গিয়ে আটকে পড়েছে,সমুদ্রের উপর দিয়ে বাস চলাচল করতে গিয়ে আটকে পড়েছে,2,0.795094657541956
4 June 2026,4_june_2026,28,আই হ্যাভ এ প্লেন.... ...উন্নয়ন আর উন্নয়ন জালারে...... জ্বালা অন্তর জ্বালা.....,আই হ্যাভ এ প্লেন উন্নয়ন আর উন্নয়ন জালারে জ্বালা অন্তর জ্বালা,3,0.5332612676027876
4 June 2026,4_june_2026,29,কে বলেছে শুধু গণিত স্যার বৃষ্টি মানেনা ? এদের দেখ,কে বলেছে শুধু গণিত স্যার বৃষ্টি মানেনা এদের দেখ,0,0.6401144764095146
4 June 2026,4_june_2026,30,বৃষ্টির মজাই এটা। আমি তো আমার বাচ্চাকে নিয়ে স্কুল থেকে ফিরার পথে বৃষ্টি পেলে ইচ্ছে করে ভিজি। এই সুযোগ বাচ্চাকে বৃষ্টি ভিজানো,বৃষ্টির মজাই এটা আমি তো আমার বাচ্চাকে নিয়ে স্কুল থেকে ফিরার পথে বৃষ্টি পেলে ইচ্ছে করে ভিজি এই সুযোগ বাচ্চাকে বৃষ্টি ভিজানো,2,0.6343251365984552
4 June 2026,4_june_2026,31,"এতোদিন যে তোমরা ভ্যানকে খ্যাত আর গাইয়া বলতা,এবার এবার?",এতোদিন যে তোমরা ভ্যানকে খ্যাত আর গাইয়া বলতা এবার এবার,2,0.7966596312966513
4 June 2026,4_june_2026,32,আহারে তেল অক্সফোর্ডে কেলাস করতেই হইবো তামশা,আহারে তেল অক্সফোর্ডে কেলাস করতেই হইবো তামশা,3,0.7290231385260545
4 June 2026,4_june_2026,33,আমার অবুঝ মন জানতে চাচ্ছে,আমার অবুঝ মন জানতে চাচ্ছে,1,0.46761277051200945
4 June 2026,4_june_2026,34,রিকশা ভাড়া কত..?,রিকশা ভাড়া কত,1,0.5976579209664725
4 June 2026,4_june_2026,35,Purnota Nandy এই জন্যে বাস সার্ভিস বন্ধ ছিল,purnota nandy এই জন্যে বাস সার্ভিস বন্ধ ছিল,3,0.7294748431966626
4 June 2026,4_june_2026,36,বিরল প্রজাতির বাস মনে হচ্ছে!,বিরল প্রজাতির বাস মনে হচ্ছে,3,0.7284235575202952
4 June 2026,4_june_2026,37,আবিদ কে বললেই তো হতো,আবিদ কে বললেই তো হতো,4,0.7330728174807044
4 June 2026,4_june_2026,38,নিজের ভার্সিডির নিউজ। নিজেই হাহা দিলাম,নিজের ভার্সিডির নিউজ নিজেই হাহা দিলাম,3,0.8342600494013139
4 June 2026,4_june_2026,39,"এরকম প্রধানমন্ত্রী কোন দেশে আছে, কক্সবাজার দেখার সখ তিনি পুরণ করছেন",এরকম প্রধানমন্ত্রী কোন দেশে আছে কক্সবাজার দেখার সখ তিনি পুরণ করছেন,4,0.8832231625793316
4 June 2026,4_june_2026,40,সাতার দিতাম,সাতার দিতাম,0,0.2
4 June 2026,4_june_2026,41,"পড়াশোনার প্রতি এত আগ্রহ, সত্যিই প্রশংসার দাবি রাখে।",পড়াশোনার প্রতি এত আগ্রহ সত্যিই প্রশংসার দাবি রাখে,0,0.4393894299037678
4 June 2026,4_june_2026,42,মনা চল সাতার কাটি,মনা চল সাতার কাটি,0,0.2
4 June 2026,4_june_2026,43,বড় ট্রাক দিয়ে গাড়িটি টেনে নেয়া যেতো।,বড় ট্রাক দিয়ে গাড়িটি টেনে নেয়া যেতো,2,0.5994136602538407
4 June 2026,4_june_2026,44,খাল খনন করা হবে,খাল খনন করা হবে,3,0.5981160908755935
4 June 2026,4_june_2026,45,Alifa Hoque Tumio Chila naki oi bus a?,alifa hoque tumio chila naki oi bus a,1,0.5999954774206653
4 June 2026,4_june_2026,46,Tabassum Nawsheen ei adventure ki tmio korso?,tabassum nawsheen ei adventure ki tmio korso,1,0.7333326107602915
4 June 2026,4_june_2026,47,Khamba have a plan no worries,khamba have a plan no worries,2,0.7333310307500314
4 June 2026,4_june_2026,48,খাল গুলো ভরাট করলে তো বন্যা দেখা দেবেই।,খাল গুলো ভরাট করলে তো বন্যা দেখা দেবেই,3,0.7957653337473825
4 June 2026,4_june_2026,49,কি দরকার ছিল বৃষ্টির মধ্যে ক্লাসে জাওয়ার জন্য।,কি দরকার ছিল বৃষ্টির মধ্যে ক্লাসে জাওয়ার জন্য,2,0.7328513564680522
4 June 2026,4_june_2026,50,এই ভ্যানওয়ালার সাথে প্রেম হয়ে যাবে অনেকের!,এই ভ্যানওয়ালার সাথে প্রেম হয়ে যাবে অনেকের,3,0.733333103346682
4 June 2026,4_june_2026,51,"বাবুরে এই অবস্থায় ক্লাস করার দরকার কি ছিলো, মেধাবী শিক্ষার্থীরা",বাবুরে এই অবস্থায় ক্লাস করার দরকার কি ছিলো মেধাবী শিক্ষার্থীরা,2,0.8387257952827903
4 June 2026,4_june_2026,52,Prince Nahid Naval elakai thakis to,prince nahid naval elakai thakis to,1,0.5999988724794876
4 June 2026,4_june_2026,53,একটু ভাবুন...,একটু ভাবুন,4,0.5960411791269276
4 June 2026,4_june_2026,54,Nilkhet ta dekhaiten Cox’s 2.0,nilkhet ta dekhaiten cox s,1,0.5999975180638063
4 June 2026,4_june_2026,55,"​বন্যা: এক বুক জল, আর এক নদী চোখের জল...",বন্যা এক বুক জল আর এক নদী চোখের জল,0,0.2
4 June 2026,4_june_2026,56,"যত কষ্টই হোক, ভার্সিটি যেতেই হবে",যত কষ্টই হোক ভার্সিটি যেতেই হবে,3,0.7975289921351482
4 June 2026,4_june_2026,57,২০০৪ সালের বন‍্যায় এইভাবেই ইউনিভার্সিটিতে যেতাম।,সালের বন্যায় এইভাবেই ইউনিভার্সিটিতে যেতাম,1,0.5999964449664209
4 June 2026,4_june_2026,58,কি খুশি আকাশে বাতাসে,কি খুশি আকাশে বাতাসে,4,0.5989945919069063
4 June 2026,4_june_2026,59,বিপদে পড়লে ভ্যান রিকশার প্রয়োজন হয়,বিপদে পড়লে ভ্যান রিকশার প্রয়োজন হয়,2,0.3999538208301115
4 June 2026,4_june_2026,60,আহা কত সুন্দর,আহা কত সুন্দর,1,0.47032337510450867
4 June 2026,4_june_2026,61,"Du lal bus na Shai shai kore bole, ekhon cholte pare na",du lal bus na shai shai kore bole ekhon cholte pare na,1,0.8666659719608985
4 June 2026,4_june_2026,62,"Ayhay, ভাগ্যিস ক্লাসে যাইনি ! নয়তো ভেসে যেতুম !!",ayhay ভাগ্যিস ক্লাসে যাইনি নয়তো ভেসে যেতুম,0,0.2
4 June 2026,4_june_2026,63,"আজ পূর্ণতা পাইল, সখিগো আমি প্রেমের ঘাটের মাঝি তোমার বেলায় চান্দা নিব না",আজ পূর্ণতা পাইল সখিগো আমি প্রেমের ঘাটের মাঝি তোমার বেলায় চান্দা নিব না,1,0.3999803482578177
4 June 2026,4_june_2026,64,Ami rickshaw te boshe speedboat er vibe paisi,ami rickshaw te boshe speedboat er vibe paisi,0,0.549273399475875
4 June 2026,4_june_2026,65,"সেই সুযোগ ভ্যানওয়ালা শিক্ষার্থী ভাইয়ের,",সেই সুযোগ ভ্যানওয়ালা শিক্ষার্থী ভাইয়ের,2,0.5984128389731905
4 June 2026,4_june_2026,66,আজ Varsity গেলে গোসল করে আসতে হইতো। ভাগ্য ভালো ক্লাস cancel করছিলো,আজ varsity গেলে গোসল করে আসতে হইতো ভাগ্য ভালো ক্লাস cancel করছিলো,2,0.6997206708397462
4 June 2026,4_june_2026,67,রাষ্ট্রের সংস্কার আর মেরামতের কাজ অনেক ভালো হয়েছে,রাষ্ট্রের সংস্কার আর মেরামতের কাজ অনেক ভালো হয়েছে,2,0.4916560148254253
4 June 2026,4_june_2026,68,সেইরকম অভিজ্ঞতা,সেইরকম অভিজ্ঞতা,0,0.2
4 June 2026,4_june_2026,69,"হই হই রই রই, এত উন্নয়ন গেল কই!",হই হই রই রই এত উন্নয়ন গেল কই,0,0.8845889427403878
4 June 2026,4_june_2026,70,এমন বৃষ্টির দিনেই শহরবাসী বুঝতে পারে প্রধান সড়কে রিকশা বা ভ্যানের প্রয়োজনীয়তা,এমন বৃষ্টির দিনেই শহরবাসী বুঝতে পারে প্রধান সড়কে রিকশা বা ভ্যানের প্রয়োজনীয়তা,2,0.8830973303531466
4 June 2026,4_june_2026,71,ভুরি গঙার বাস,ভুরি গঙার বাস,0,0.597689503398425
4 June 2026,4_june_2026,72,Van jaite pare bus jaite parena,van jaite pare bus jaite parena,0,0.2
4 June 2026,4_june_2026,73,Ho jaiya van chalai ga taile onk income hbe,ho jaiya van chalai ga taile onk income hbe,1,0.5999949450214138
4 June 2026,4_june_2026,74,ঢাটিশ বিটিগের গায় ঘুর পানি লাগতিছে,ঢাটিশ বিটিগের গায় ঘুর পানি লাগতিছে,0,0.5987746823523161
4 June 2026,4_june_2026,75,Noel Apu Biswas কি করলি জীবনে??,noel apu biswas কি করলি জীবনে,1,0.5983966057261528
4 June 2026,4_june_2026,76,উন্নয়নের জোয়ারে ভাসতেছে ভাংগাদেশ,উন্নয়নের জোয়ারে ভাসতেছে ভাংগাদেশ,4,0.5989548415176875
4 June 2026,4_june_2026,77,কি সুন্দর,কি সুন্দর,2,0.596684286395874
4 June 2026,4_june_2026,78,এই সিন গুলো কোন এলিমের কথা মনে করিয়ে দেই,এই সিন গুলো কোন এলিমের কথা মনে করিয়ে দেই,4,0.7295936956720268
4 June 2026,4_june_2026,79,দুইদিন পরে নিউজ এসে বলবে বর্ষার পানিতে ভ্যানে করে হলে পৌছে দেওয়া থেকে আজ বিয়ের পিড়িতে,দুইদিন পরে নিউজ এসে বলবে বর্ষার পানিতে ভ্যানে করে হলে পৌছে দেওয়া থেকে আজ বিয়ের পিড়িতে,2,0.909158223181568
4 June 2026,4_june_2026,80,আর গ্রামের মানুষরে কয় ক্ষেত,আর গ্রামের মানুষরে কয় ক্ষেত,4,0.39995571039071925
4 June 2026,4_june_2026,81,পড়াশোনা করার স্টুডেন্ট,পড়াশোনা করার স্টুডেন্ট,4,0.7315498372767031
4 June 2026,4_june_2026,82,পানির মধ্যে সাতার দিতে দিতে চলে গেছে,পানির মধ্যে সাতার দিতে দিতে চলে গেছে,3,0.838280389341053
4 June 2026,4_june_2026,83,Amn dine class korte hobe kno,amn dine class korte hobe kno,1,0.8399988028761549
4 June 2026,4_june_2026,84,অপরিকল্পিত নগরায়নের ফলাফল…,অপরিকল্পিত নগরায়নের ফলাফল,0,0.2
4 June 2026,4_june_2026,85,নিউ বাংলাদেশ,নিউ বাংলাদেশ,4,0.5988522811743613
4 June 2026,4_june_2026,86,এখন থেকে রাস্তায় চলবে নৌকা,এখন থেকে রাস্তায় চলবে নৌকা,2,0.7333313322911974
4 June 2026,4_june_2026,87,আর পানিতে চলবে ঘাড়ি,আর পানিতে চলবে ঘাড়ি,2,0.7323590814365858
4 June 2026,4_june_2026,88,ওরে বিশ্ববিদ্যালয়ে কত্ত যে মজার ক্লাস হয় তারজন্য ভ্যানে করে সেথায় পৌঁছাতে হবে।,ওরে বিশ্ববিদ্যালয়ে কত্ত যে মজার ক্লাস হয় তারজন্য ভ্যানে করে সেথায় পৌঁছাতে হবে,2,0.43996779145738174
4 June 2026,4_june_2026,89,নৌকার দরকার,নৌকার দরকার,2,0.5982348059209979
4 June 2026,4_june_2026,90,এখন বুঝবা নৌকার কি প্রয়োজন ছিলো,এখন বুঝবা নৌকার কি প্রয়োজন ছিলো,0,0.5989312074904551
4 June 2026,4_june_2026,91,ঢাকা বিশ্ববিদ্যালয় ভিপিকে স্যালুট শিবির মানেই সমাধান,ঢাকা বিশ্ববিদ্যালয় ভিপিকে স্যালুট শিবির মানেই সমাধান,2,0.863881712248973
4 June 2026,4_june_2026,92,Anik Debnath vai help koro meye der,anik debnath vai help koro meye der,1,0.7333308109311739
4 June 2026,4_june_2026,93,Troler abong nowka nia jaite hobe,troler abong nowka nia jaite hobe,1,0.5999968018126769
4 June 2026,4_june_2026,94,এগুলো শিক্ষামন্ত্রীর চোখ কি দেখেনা,এগুলো শিক্ষামন্ত্রীর চোখ কি দেখেনা,3,0.43809208941822764
4 June 2026,4_june_2026,95,উন্নয়ন উননয়ন,উন্নয়ন উননয়ন,0,0.5980775828642552
4 June 2026,4_june_2026,96,বিদ্যাসাগরেরা একটু সাগরে সাতরাক সম্যসা কি,বিদ্যাসাগরেরা একটু সাগরে সাতরাক সম্যসা কি,4,0.5960411791269276
4 June 2026,4_june_2026,97,এখানে একটু সমঅধিকার চাওয়া যেত না? এক ভ্যানে মেয়েরা ছেলেদের টেনে নিত আরেক ভ্যানে ছেলেরা মেয়েদের।,এখানে একটু সমঅধিকার চাওয়া যেত না এক ভ্যানে মেয়েরা ছেলেদের টেনে নিত আরেক ভ্যানে ছেলেরা মেয়েদের,2,0.8650232446589743
4 June 2026,4_june_2026,98,পুরা দেশটাই সমুদ্র,পুরা দেশটাই সমুদ্র,1,0.5998535171386484
4 June 2026,4_june_2026,99,আল্লাহর দয়া হউক,আল্লাহর দয়া হউক,0,0.5384141924949978
4 June 2026,4_june_2026,100,আমি ইসলামিক ভিডিও সারি সবাই পেজতা থেকে ঘুরে আসবেন,আমি ইসলামিক ভিডিও সারি সবাই পেজতা থেকে ঘুরে আসবেন,2,0.45663793759086285
4 June 2026,4_june_2026,101,আল্লাহ হেফাজত করুন আমিন,আল্লাহ হেফাজত করুন আমিন,0,0.7998271959305455
4 June 2026,4_june_2026,102,"পটল কুমার, ভ্যানওয়ালা",পটল কুমার ভ্যানওয়ালা,0,0.2
4 June 2026,4_june_2026,103,এমন পরিস্থিতি তে ক্লাস বন্ধ রাখলেই তো হয়,এমন পরিস্থিতি তে ক্লাস বন্ধ রাখলেই তো হয়,4,0.37014890231511116
4 June 2026,4_june_2026,104,আহারে কি অবস্থা মানুষের কত কষ্ট আল্লাহ তুমি সবাইকে রক্ষা করো,আহারে কি অবস্থা মানুষের কত কষ্ট আল্লাহ তুমি সবাইকে রক্ষা করো,0,0.4563009320213086
4 June 2026,4_june_2026,105,এই যদি হয় রাজধানীর অবস্থা,এই যদি হয় রাজধানীর অবস্থা,0,0.5996016439810496
4 June 2026,4_june_2026,106,"কেনো এই কয়েক দিন,, ক্লাস না করলে কি হবে।ওরা কি পড়া লেখা করতে গেছে নাকি পানি দেখতে গেছে",কেনো এই কয়েক দিন ক্লাস না করলে কি হবে ওরা কি পড়া লেখা করতে গেছে নাকি পানি দেখতে গেছে,2,0.5207109314692135
4 June 2026,4_june_2026,107,সব নেতা খেতা তো ঢাবি থেকেই বের হয় তবে এই এলাকার পানি নিষ্কাশন ব্যবস্থার এই অবস্থা কেন??,সব নেতা খেতা তো ঢাবি থেকেই বের হয় তবে এই এলাকার পানি নিষ্কাশন ব্যবস্থার এই অবস্থা কেন,0,0.6959855066187995
4 June 2026,4_june_2026,108,এই সরকার কি এই দায়ি নিবে,এই সরকার কি এই দায়ি নিবে,4,0.4279567957817801
4 June 2026,4_june_2026,109,বাহ বাহ এটাই ডিজিটাল বাংলাদেশ,বাহ বাহ এটাই ডিজিটাল বাংলাদেশ,0,0.6999656639691179
4 June 2026,4_june_2026,110,ভ্যানওয়ালা কে ধন্যবাদ দেওয়া উচিত,ভ্যানওয়ালা কে ধন্যবাদ দেওয়া উচিত,3,0.7969440618447798
4 June 2026,4_june_2026,111,আল্লাহ হেফাজত করুক,আল্লাহ হেফাজত করুক,0,0.7994513373310209
4 June 2026,4_june_2026,112,ডাক সু বল,ডাক সু বল,3,0.5974794132497085
4 June 2026,4_june_2026,113,"রাজধানীতে যদি এত পানি হয়,তাহলে মানুষ কিভাবে চলাফেরা করবে",রাজধানীতে যদি এত পানি হয় তাহলে মানুষ কিভাবে চলাফেরা করবে,0,0.6562907454370629
4 June 2026,4_june_2026,114,আহারে,আহারে,3,0.5999968762756419
4 June 2026,4_june_2026,115,খরার সময় tsc তে বইয়া গাজা খায় আর বৃষ্টির ভিতর ক্লাস করতে জায় উফ সেই তো,খরার সময় tsc তে বইয়া গাজা খায় আর বৃষ্টির ভিতর ক্লাস করতে জায় উফ সেই তো,2,0.584700784218513
4 June 2026,4_june_2026,116,Bhalo kaj,bhalo kaj,0,0.2
4 June 2026,4_june_2026,117,ঢাবির বাস ডুবে গেছে,ঢাবির বাস ডুবে গেছে,0,0.597689503398425
4 June 2026,4_june_2026,118,অসাধারণ ভিডিও,অসাধারণ ভিডিও,1,0.7308862288223358
4 June 2026,4_june_2026,119,কী বেহাল অবস্থা আমাদের,কী বেহাল অবস্থা আমাদের,0,0.5996016439810496
4 June 2026,4_june_2026,120,আলহামদুলিল্লাহ আমার গ্রামের মানুষ ভাল আছি,আলহামদুলিল্লাহ আমার গ্রামের মানুষ ভাল আছি,4,0.8644511989031121
4 June 2026,4_june_2026,121,জুলাই,জুলাই,3,0.5986959556718778
4 June 2026,4_june_2026,122,আল্লাহ সবাইকে রক্ষা করো,আল্লাহ সবাইকে রক্ষা করো,0,0.7996702346666983
4 June 2026,4_june_2026,123,এনজয় দা বেস্ট,এনজয় দা বেস্ট,0,0.2
4 June 2026,4_june_2026,124,এই বৃষ্টি তে ভার্সিটি যাবার দরকার কি????,এই বৃষ্টি তে ভার্সিটি যাবার দরকার কি,2,0.8393344162619346
4 June 2026,4_june_2026,125,Murkha Sarkar. Holiday gusana kara uchit,murkha sarkar holiday gusana kara uchit,0,0.2
4 June 2026,4_june_2026,126,বাংলাদেশের ডেনেজ ব্যবস্থা,বাংলাদেশের ডেনেজ ব্যবস্থা,4,0.39998268137739934
4 June 2026,4_june_2026,127,নৌকা লাগবে মনে হয়,নৌকা লাগবে মনে হয়,2,0.518731301491523
4 June 2026,4_june_2026,128,"আমাদের দেশের সবকিছুই মনে হয়,গিনিসবুকে ঠাই পাবে।",আমাদের দেশের সবকিছুই মনে হয় গিনিসবুকে ঠাই পাবে,4,0.7980228644658104
4 June 2026,4_june_2026,129,অথচ দায়িত্বপ্রাপ্ত অনেকেই বলছেন সারা ঢাকা শহরে অনুরূপ আলামত চোখে পড়েনি! চোখকে বিশ্বাস করাও কঠিন! এই ঘটনায় কর্তৃপক্ষের মতামত কী?,অথচ দায়িত্বপ্রাপ্ত অনেকেই বলছেন সারা ঢাকা শহরে অনুরূপ আলামত চোখে পড়েনি চোখকে বিশ্বাস করাও কঠিন এই ঘটনায় কর্তৃপক্ষের মতামত কী,4,0.36129962768016094
4 June 2026,4_june_2026,130,অস্থায়ী নৌকা সার্ভিস হলে ভালো হবে,অস্থায়ী নৌকা সার্ভিস হলে ভালো হবে,2,0.4903059720339359
4 June 2026,4_june_2026,131,"এই জায়গাটি ভালো করে এক ঘন্টা বৃষ্টি হলেই এমনিতে ডুবে যায়,? এই জায়গাটুকু অনেক নিচু. এইখানে ছাত্রী হল থেকে নীলক্ষেত পর্যন্ত পানি ভরে যায়.?",এই জায়গাটি ভালো করে এক ঘন্টা বৃষ্টি হলেই এমনিতে ডুবে যায় এই জায়গাটুকু অনেক নিচু এইখানে ছাত্রী হল থেকে নীলক্ষেত পর্যন্ত পানি ভরে যায়,4,0.45906907015325565
4 June 2026,4_june_2026,132,Milon ki dekhena,milon ki dekhena,1,0.40041723397163226
4 June 2026,4_june_2026,133,ডাকসুর আয়োজন করছে চারটা ভ্যান। এটা বলতে কষ্ট হয় মনে হয় আপনাদের,ডাকসুর আয়োজন করছে চারটা ভ্যান এটা বলতে কষ্ট হয় মনে হয় আপনাদের,2,0.6725212130388086
4 June 2026,4_june_2026,134,Besi kore moyla aborjona rastay felle emon poristhiti hobei,besi kore moyla aborjona rastay felle emon poristhiti hobei,1,0.7999982386976228
4 June 2026,4_june_2026,135,ইউরোপে একটু বেশি রোদ পড়লেই প্রতিষ্ঠান বন্ধ আর বাংলাদেশে বিশ্ববিদ্যালয়ের উপর দিয়ে বন্যার পানি গেলেও ক্লাস চলবে,ইউরোপে একটু বেশি রোদ পড়লেই প্রতিষ্ঠান বন্ধ আর বাংলাদেশে বিশ্ববিদ্যালয়ের উপর দিয়ে বন্যার পানি গেলেও ক্লাস চলবে,2,0.5029773057545813
4 June 2026,4_june_2026,136,"And they still say ""we don't need men""",and they still say we don t need men,1,0.5999958846727993
4 June 2026,4_june_2026,137,এরূপ পানিতে বাস চালিয়ে নিয়ে যাওয়া কি সমীচীন ছিল?,এরূপ পানিতে বাস চালিয়ে নিয়ে যাওয়া কি সমীচীন ছিল,2,0.8648730988470452
4 June 2026,4_june_2026,138,নিউ মার্কেট দিয়ে প্রতিদিন আসা যাওয়া করতেছি এত পানি তো নিউমার্কেটে দেখি নাই,নিউ মার্কেট দিয়ে প্রতিদিন আসা যাওয়া করতেছি এত পানি তো নিউমার্কেটে দেখি নাই,2,0.723696278633817
4 June 2026,4_june_2026,139,আ হা রে ---!!,আ হা রে,1,0.5999989221689395
4 June 2026,4_june_2026,140,class exam cancel korle valo hoto..,class exam cancel korle valo hoto,1,0.7333314773627453
4 June 2026,4_june_2026,141,সব পড়াশোনা আজকেই শেষ করে ফেলবে,সব পড়াশোনা আজকেই শেষ করে ফেলবে,4,0.36862703152742254
4 June 2026,4_june_2026,142,"গড় ডা ডা যা,",গড় ডা ডা যা,3,0.5994666741691164
4 June 2026,4_june_2026,143,Hayre sonar Bangladesh,hayre sonar bangladesh,1,0.5999969777549963
4 June 2026,4_june_2026,144,Kal to new market thika aslam pani chilo na to tokhon,kal to new market thika aslam pani chilo na to tokhon,1,0.7999996183955457
4 June 2026,4_june_2026,145,You have any,you have any,2,0.599995948902565
4 June 2026,4_june_2026,146,এতো পানি,এতো পানি,2,0.7292818017670055
4 June 2026,4_june_2026,147,করুন অবস্থা।,করুন অবস্থা,0,0.733213613534171
4 June 2026,4_june_2026,148,এতো খারাপ আবহাওয়া ২/১ দিন ক্লাস না করলে কি সমস্যা হয়?।,এতো খারাপ আবহাওয়া দিন ক্লাস না করলে কি সমস্যা হয়,2,0.681437579772291
4 June 2026,4_june_2026,149,কাল ঢাকায় যে বৃষ্টি হয়েছে ঐ বৃষ্টির মধ্যে বের হতে হবে কেন,কাল ঢাকায় যে বৃষ্টি হয়েছে ঐ বৃষ্টির মধ্যে বের হতে হবে কেন,2,0.865542074649767
4 June 2026,4_june_2026,150,এর মধ্যে বিশ্ববিদ্যালয়ে যেতেই হবে ?,এর মধ্যে বিশ্ববিদ্যালয়ে যেতেই হবে,0,0.2
