dataset,dataset_slug,doc_id,raw_text,clean_text,dominant_topic,dominant_topic_prob
3 After Forming Government,3_after_forming_government,82,ওয়াকারকে সকল ক্ষমতা হস্তান্তর করা হোক,ওয়াকারকে সকল ক্ষমতা হস্তান্তর করা হোক,3,0.5403524681871111
3 After Forming Government,3_after_forming_government,83,"আমাদের সংবিধানে গণবিপ্লবের মুখে প্রধানমন্ত্রী পলাইয়া গেলে কি হবে এইটা বলা নাই। কাজেই কেউ চাইলে এইটা দাবি করতে পারে যে, সংবিধান অনুযায়ী হাসিনা এখনো বৈধ প্রধানমন্ত্রী। এবং সংবিধান অনুযায়ী এই নির্বাচন হবার কথা ছিল ২০২৮ সালে।",আমাদের সংবিধানে গণবিপ্লবের মুখে প্রধানমন্ত্রী পলাইয়া গেলে কি হবে এইটা বলা নাই কাজেই কেউ চাইলে এইটা দাবি করতে পারে যে সংবিধান অনুযায়ী হাসিনা এখনো বৈধ প্রধানমন্ত্রী এবং সংবিধান অনুযায়ী এই নির্বাচন হবার কথা ছিল সালে,4,0.6759522991400275
3 After Forming Government,3_after_forming_government,84,সংবিধান অনুযায়ী ইউনুসের অন্তর্বর্তী সরকার অসাংবিধানিক। সংবিধানের কোথাও অন্তর্বর্তী সরকারের কথা লেখা নাইতো। কাজেই সংবিধান অনুযায়ী অন্তর্বর্তী সরকারের অধীনে করা নির্বাচনও অসাংবিধানিক।,সংবিধান অনুযায়ী ইউনুসের অন্তর্বর্তী সরকার অসাংবিধানিক সংবিধানের কোথাও অন্তর্বর্তী সরকারের কথা লেখা নাইতো কাজেই সংবিধান অনুযায়ী অন্তর্বর্তী সরকারের অধীনে করা নির্বাচনও অসাংবিধানিক,2,0.9425632791425885
3 After Forming Government,3_after_forming_government,85,"তো, সংসদ সদস্য হিসাবে আপনাদের শপথ কেমনে সাংবিধানিক হয়?",তো সংসদ সদস্য হিসাবে আপনাদের শপথ কেমনে সাংবিধানিক হয়,2,0.8988514235201656
3 After Forming Government,3_after_forming_government,86,এতে পলাতক স্বৈরাচার ও দালালরা খুশি হবে এটাই তো স্বাভাবিক! বিএনপি'র পথ চলার শুরুটা কিই তবে আওয়ামী সঠতা দিয়ে?,এতে পলাতক স্বৈরাচার ও দালালরা খুশি হবে এটাই তো স্বাভাবিক বিএনপি র পথ চলার শুরুটা কিই তবে আওয়ামী সঠতা দিয়ে,1,0.5002893565100329
3 After Forming Government,3_after_forming_government,87,2024 এর জুলাই সনদ বাস্তবায়ন করতে না পারলে।। এখন 2026 সালে কিসের নির্বাচন.. কারণ 1972 সালের সংবিধান অনুযায়ী জাতীয় সংসদ নির্বাচন এর সর্বশেষ 2029 সাল পর্যন্ত,এর জুলাই সনদ বাস্তবায়ন করতে না পারলে এখন সালে কিসের নির্বাচন কারণ সালের সংবিধান অনুযায়ী জাতীয় সংসদ নির্বাচন এর সর্বশেষ সাল পর্যন্ত,4,0.9491954215695588
3 After Forming Government,3_after_forming_government,88,শেখের বেটি প্রধানমন্ত্রী শেখ হাসিনা??,শেখের বেটি প্রধানমন্ত্রী শেখ হাসিনা,4,0.7999055187919993
3 After Forming Government,3_after_forming_government,89,juuuuuuulay der ki hobe,juuuuuuulay der ki hobe,0,0.7307481977004244
3 After Forming Government,3_after_forming_government,90,Taile tomgo thakar dorker nai,taile tomgo thakar dorker nai,2,0.5999843644613172
3 After Forming Government,3_after_forming_government,91,জুলাইয়ের সাথে গাদ্দারির ফল ভালো হবে না,জুলাইয়ের সাথে গাদ্দারির ফল ভালো হবে না,0,0.8346467935117485
3 After Forming Government,3_after_forming_government,92,কপালে এদেরো দুংখ আছে এটা ক্লিয়ার।,কপালে এদেরো দুংখ আছে এটা ক্লিয়ার,0,0.7277817895345694
3 After Forming Government,3_after_forming_government,93,আরেক জুলাইয়ের অপেক্ষ বাংলাদেশ,আরেক জুলাইয়ের অপেক্ষ বাংলাদেশ,3,0.4364330667985822
3 After Forming Government,3_after_forming_government,94,আগেই বুজছিলাম নেতার উপরে আলেম ভিতরে জালেম,আগেই বুজছিলাম নেতার উপরে আলেম ভিতরে জালেম,1,0.34404719765515485
3 After Forming Government,3_after_forming_government,95,Kokhn ki bole,kokhn ki bole,0,0.730248183626149
3 After Forming Government,3_after_forming_government,96,জনগণের সাথে বেইমানি,জনগণের সাথে বেইমানি,4,0.7309330224919613
3 After Forming Government,3_after_forming_government,97,জনগন হ‍্যাঁ ভোট দিয়ে জয় যুক্ত করেছে,জনগন হ্যাঁ ভোট দিয়ে জয় যুক্ত করেছে,0,0.4989191827371605
3 After Forming Government,3_after_forming_government,98,শপথ করতাছি আমরা জনগণের টাকা লুটে খাব তোমরা কোন কথা বলতে পারবে নাচোর সব একসাথে শপথ পড়তাছে,শপথ করতাছি আমরা জনগণের টাকা লুটে খাব তোমরা কোন কথা বলতে পারবে নাচোর সব একসাথে শপথ পড়তাছে,0,0.4856953797533229
3 After Forming Government,3_after_forming_government,99,Beiman b n p,beiman b n p,0,0.2
3 After Forming Government,3_after_forming_government,100,ইতিহাসের সেরা গাদ্দার টিকবে না ১৭ বছরের হাসিনার ক্ষমতা টিকেিয়ে রাখতে পারে নাই সকল প্রশাসন তার হাতে থাকার পরেও বিএনপি কেমনে টিকবে শুরুতেই তাদের পতনের গাদ্দারি শুরু করে দিছে,ইতিহাসের সেরা গাদ্দার টিকবে না বছরের হাসিনার ক্ষমতা টিকেিয়ে রাখতে পারে নাই সকল প্রশাসন তার হাতে থাকার পরেও বিএনপি কেমনে টিকবে শুরুতেই তাদের পতনের গাদ্দারি শুরু করে দিছে,3,0.45383655524996996
3 After Forming Government,3_after_forming_government,101,সাধারণ জনগণ থেমে থাকবেনা আন্দোলন করবে,সাধারণ জনগণ থেমে থাকবেনা আন্দোলন করবে,3,0.577176872756174
3 After Forming Government,3_after_forming_government,102,আবার নতুন করে স্বৈরাচার এবং স্বৈরশাসন প্রতিষ্ঠিত হতে চলছে অপেক্ষা করুন আর চেয়ে চেয়ে দেখুন।,আবার নতুন করে স্বৈরাচার এবং স্বৈরশাসন প্রতিষ্ঠিত হতে চলছে অপেক্ষা করুন আর চেয়ে চেয়ে দেখুন,0,0.9239892789852856
3 After Forming Government,3_after_forming_government,103,এটা তাদের দোস না এটা মাথা মোটা বাঙালীদের পাপের ফল।,এটা তাদের দোস না এটা মাথা মোটা বাঙালীদের পাপের ফল,0,0.5991918354967983
3 After Forming Government,3_after_forming_government,104,"#_সরি Osman Hadi ওসমান হাদি ভাই, হাজারো জীবনের বিনিময়ে আমরা এক স্বৈরাচারকে সরিয়ে আবার অন্য স্বৈরাচারের কাছে দেশ তুলে দিয়েছি।",সরি osman hadi ওসমান হাদি ভাই হাজারো জীবনের বিনিময়ে আমরা এক স্বৈরাচারকে সরিয়ে আবার অন্য স্বৈরাচারের কাছে দেশ তুলে দিয়েছি,1,0.9260282829984178
3 After Forming Government,3_after_forming_government,105,Batpari suru,batpari suru,0,0.5999825248670656
3 After Forming Government,3_after_forming_government,106,RIP “হ‍্যাঁ” ভোট !,rip হ্যাঁ ভোট,0,0.7313970374181228
3 After Forming Government,3_after_forming_government,107,2 bosor o tikbi na in sha allah,bosor o tikbi na in sha allah,4,0.5453818182192388
3 After Forming Government,3_after_forming_government,108,১৯৯৬- ১৫দিন....অতিত ভুলে যাওয়া উচিত না।,দিন অতিত ভুলে যাওয়া উচিত না,0,0.7984468394466677
3 After Forming Government,3_after_forming_government,109,"সংবিধান সংস্কার হলে তারা দূর্নীতি চাঁদাবাজি করতে পারবে না,,,,",সংবিধান সংস্কার হলে তারা দূর্নীতি চাঁদাবাজি করতে পারবে না,1,0.4651594288242321
3 After Forming Government,3_after_forming_government,110,Mc ra besi barche poton sigroi,mc ra besi barche poton sigroi,0,0.2
3 After Forming Government,3_after_forming_government,111,আলহামদুলিল্লাহ,আলহামদুলিল্লাহ,2,0.5999989241498305
3 After Forming Government,3_after_forming_government,112,রাস্তা পাবে না পালানোর,রাস্তা পাবে না পালানোর,2,0.5347906793074434
3 After Forming Government,3_after_forming_government,113,গান সেই পুরোটাই,গান সেই পুরোটাই,0,0.2
3 After Forming Government,3_after_forming_government,114,শুধু আফসোস হয় ১৪শ শহীদের জন্য।,শুধু আফসোস হয় শ শহীদের জন্য,4,0.7261468118769329
3 After Forming Government,3_after_forming_government,115,গাদ্দারী শুরু হয়ে গেছে একনি বাকি দিন জনগণ সুন্দর ভাবে দেখবে,গাদ্দারী শুরু হয়ে গেছে একনি বাকি দিন জনগণ সুন্দর ভাবে দেখবে,0,0.7100312203714585
3 After Forming Government,3_after_forming_government,116,বদমাইশি শুরু হয়ছে তাহলে,বদমাইশি শুরু হয়ছে তাহলে,0,0.7298638264659
